,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_booster,param_gamma,param_max_depth,param_n_estimators,param_objective,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
13,0.619072961807251,0.036426308015784704,0.028946638107299805,0.004529732490492915,gbtree,0.0,7,300,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 7, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 1}",0.7653131452167928,0.788047255038221,0.8072289156626506,0.8013793103448276,0.7870434183321847,0.7898024089189353,0.01447842819362254,154
14,1.208452320098877,0.009788779494499519,0.04088888168334961,0.0014820596310406173,gbtree,0.0,7,400,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 7, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 0.5}",0.760778859527121,0.773972602739726,0.7949568679495687,0.7823728813559322,0.7769389155799589,0.7778040254304613,0.011138931186409106,463
15,0.9015984535217285,0.02969807289704402,0.04162178039550781,0.0032875697259131353,gbtree,0.0,7,400,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 7, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 1}",0.7716643741403026,0.7880055788005579,0.8074866310160428,0.7978067169294037,0.7833910034602076,0.7896708608693029,0.012247752100045646,156
16,0.4168693542480469,0.01105292396802023,0.022368383407592774,0.0020397499672248054,gbtree,0.0,8,100,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7755662319835278,0.7706167706167706,0.8069241011984021,0.7945017182130584,0.7835051546391752,0.7862227953301868,0.013126923092579571,340
17,0.3756849765777588,0.014352950116715547,0.02598605155944824,0.006839720956448588,gbtree,0.0,8,100,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 1}",0.7820689655172414,0.7930313588850174,0.816655473472129,0.8085694540428473,0.7911784975878704,0.7983007499010211,0.012524423708078372,45
18,0.807038402557373,0.01745776965631176,0.030141878128051757,0.0007940991032119496,gbtree,0.0,8,200,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7682843472317157,0.7679558011049724,0.7991994663108739,0.7830907830907831,0.7798227675528289,0.7796706330582348,0.011488957237063212,432
19,0.5974267005920411,0.015097478338430434,0.02754378318786621,0.0012087343891177896,gbtree,0.0,8,200,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 1}",0.779077770130764,0.7872487872487872,0.8146666666666667,0.8016472203157172,0.7851239669421488,0.7935528822608168,0.012896722832032118,127
20,1.0725108623504638,0.011476888206615223,0.04040336608886719,0.004279247706621451,gbtree,0.0,8,300,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7653979238754325,0.7722222222222223,0.8047808764940239,0.7842323651452282,0.7758738862234407,0.7805014547920694,0.013575615928549466,414
21,0.7884451389312744,0.016505618229818903,0.03443140983581543,0.003957962149283493,gbtree,0.0,8,300,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 1}",0.7812284334023465,0.7899511514305653,0.8157543391188251,0.7969924812030075,0.7869986168741355,0.794185004405776,0.01192107826388257,123
22,1.3331584930419922,0.018658556764344414,0.04821600914001465,0.004262678807085047,gbtree,0.0,8,400,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7643400138217,0.7716863289382373,0.7943737441393168,0.7861591695501731,0.774281805745554,0.7781682124389963,0.010722058579828773,459
23,1.0367358684539796,0.03391272536962871,0.047067117691040036,0.005585375290444364,gbtree,0.0,8,400,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 8, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 1}",0.7742382271468145,0.7907627711686495,0.8134228187919463,0.7978216473791695,0.7817047817047817,0.7915900492382723,0.013527684760373707,143
24,0.47778520584106443,0.01781024714823098,0.021674633026123047,0.004850898718836811,gbtree,0.0,9,100,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7771664374140302,0.7712508638562543,0.7992047713717694,0.7917241379310345,0.7761194029850746,0.7830931227116326,0.01056481998431037,368
25,0.38698253631591795,0.018109578178096122,0.021428489685058595,0.0017115949511288034,gbtree,0.0,9,100,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 1}",0.7757073844030365,0.7877522616562282,0.8093023255813954,0.8024948024948025,0.7911784975878704,0.7932870543446666,0.011708085033339963,137
26,0.851216173171997,0.011379372612854812,0.03132929801940918,0.0005169680492936337,gbtree,0.0,9,200,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7806896551724138,0.7717842323651453,0.799474030243261,0.7856154910096819,0.7814840027229408,0.7838094823026885,0.009037560979503657,358
27,0.6531110763549804,0.01345254492846756,0.035637712478637694,0.004394733907845579,gbtree,0.0,9,200,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 200, 'objective': 'binary:logistic', 'subsample': 1}",0.7742382271468145,0.7824267782426778,0.8061292471685543,0.7966919365954515,0.7857142857142857,0.7890400949735568,0.011175706326874146,159
28,1.1685458660125732,0.020085630830599104,0.0475365161895752,0.00503558553776139,gbtree,0.0,9,300,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 0.5}",0.778236914600551,0.7697642163661581,0.7960526315789473,0.7833910034602076,0.7792207792207793,0.7813331090453287,0.008588211783488077,398
29,0.8998666763305664,0.01754233822907384,0.04354329109191894,0.003374966904317757,gbtree,0.0,9,300,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 300, 'objective': 'binary:logistic', 'subsample': 1}",0.7730742539902845,0.7773109243697479,0.8015978695073236,0.7989018531228552,0.7898351648351648,0.7881440131650752,0.011349456545931584,166
30,1.4584729671478271,0.019612529135163367,0.060371780395507814,0.004193942256735082,gbtree,0.0,9,400,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7717842323651453,0.7784679089026915,0.7952755905511811,0.7800829875518672,0.7777777777777778,0.7806776994297325,0.007820979268622527,411
31,1.1280482769012452,0.024216951862926783,0.05306539535522461,0.0034067554852218666,gbtree,0.0,9,400,binary:logistic,1.0,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 9, 'n_estimators': 400, 'objective': 'binary:logistic', 'subsample': 1}",0.7722222222222223,0.7777777777777778,0.8069241011984021,0.796435915010281,0.7846364883401921,0.787599300909775,0.012595465683130627,172
32,0.5413267612457275,0.008807073219668733,0.028194093704223634,0.0039660323370253716,gbtree,0.0,10,100,binary:logistic,0.5,"{'booster': 'gbtree', 'gamma': 0, 'max_depth': 10, 'n_estimators': 100, 'objective': 'binary:logistic', 'subsample': 0.5}",0.7723855092276145,0.7767795438838977,0.8071570576540755,0.7910447761194029,0.7675378266850069,0.7829809427139995,0.014413329481318269,370
